Accel_x,Accel_y,Accel_z
0.539,-0.067,0.888
0.526,-0.075,0.854
0.535,-0.007,0.925
0.556,0.002,0.86
0.56,0.059,0.896
0.545,0.021,0.852
0.512,0.013,0.881
0.498,0.011,0.885
0.483,-0.035,0.835
0.446,-0.013,0.918
0.388,0.038,0.925
0.359,-0.003,0.861
0.331,0.023,0.954
0.292,-0.009,0.917
0.301,0.024,0.979
0.301,-0.016,0.956
0.278,0.014,0.987
0.291,-0.04,0.906
0.312,0.027,0.979
0.295,-0.055,0.928
0.323,0.009,1.001
0.306,-0.01,0.984
0.282,-0.059,0.988
0.293,-0.078,0.99
0.279,-0.077,0.975
0.247,-0.083,1.001
0.216,-0.065,0.951
0.128,-0.034,0.833
0.058,-0.007,0.833
0.165,-0.084,0.861
0.501,-0.295,1.365
0.175,0.169,0.907
0.199,0.174,1.019
0.126,0.238,1.012
0.172,0.015,1.017
0.201,0.026,1.05
0.167,0.019,0.974
0.128,-0.005,0.962
0.14,-0.036,0.995
0.141,-0.057,0.997
0.115,-0.112,0.972
0.117,-0.117,0.991
0.079,-0.132,0.99
0.088,-0.118,0.941
0.106,-0.04,0.953
0.224,-0.03,0.839
0.382,0.019,0.794
0.319,0.141,0.915
0.373,-0.105,2.659
-1.332,-0.234,2.596
-0.001,0.235,0.734
-0.174,-0.02,0.358
-0.072,0.18,0.48
0.188,-0.152,0.611
-0.457,-0.813,0.271
-0.334,-0.406,2.652
0.504,-0.582,0.481
0.082,0.128,0.776
0.221,-0.008,1.396
0.011,0.02,1.084
0.032,-0.081,0.957
0.09,-0.177,0.963
0.153,-0.162,1.037
0.041,-0.143,0.963
0.045,-0.046,1.078
0.145,-0.005,0.962
0.061,-0.102,0.977
0.077,-0.101,0.996
0.053,-0.108,0.988
0.066,-0.09,0.993
0.068,-0.089,0.998
0.064,-0.098,0.998
0.064,-0.093,0.993
0.064,-0.092,0.993
0.067,-0.091,0.99
0.064,-0.095,0.993
0.063,-0.095,0.996
0.068,-0.09,0.996
0.065,-0.092,0.994
0.065,-0.093,0.991
0.067,-0.095,0.994
0.065,-0.095,0.991
0.065,-0.094,0.995
0.064,-0.097,0.993
0.065,-0.091,0.998
0.064,-0.093,0.993
0.066,-0.093,0.992
0.065,-0.094,0.991
0.064,-0.093,0.991
0.065,-0.092,0.992
0.065,-0.092,0.996
0.065,-0.093,0.994
0.065,-0.092,0.993
0.062,-0.095,0.991
0.064,-0.093,0.992
0.063,-0.096,0.99
0.064,-0.093,0.996
0.063,-0.092,0.995
0.066,-0.094,0.992
0.066,-0.094,0.992
0.064,-0.093,0.992
0.064,-0.092,0.995
0.065,-0.094,0.997
0.065,-0.096,0.994
0.064,-0.094,0.995
0.065,-0.096,0.991
0.064,-0.092,0.993
0.064,-0.093,0.993
0.064,-0.092,0.994
0.064,-0.093,0.994
0.065,-0.091,0.994
0.063,-0.093,0.993
0.064,-0.095,0.995
0.063,-0.091,0.99
0.065,-0.092,0.989
0.066,-0.096,0.993
0.065,-0.095,0.996
0.064,-0.093,0.994
0.065,-0.091,0.996
0.062,-0.094,0.994
0.066,-0.093,0.991
0.065,-0.093,0.992
0.063,-0.093,0.992
0.063,-0.092,0.995
0.065,-0.091,0.996
0.065,-0.093,0.996
0.065,-0.093,0.992
0.064,-0.092,0.993
0.065,-0.094,0.992
0.064,-0.094,0.995
0.065,-0.094,0.996
0.066,-0.093,0.996
0.067,-0.095,0.996
0.064,-0.095,0.993
0.065,-0.094,0.994
0.063,-0.093,0.995
0.063,-0.093,0.995
0.063,-0.096,0.995
0.063,-0.095,0.996
0.065,-0.093,0.996
0.065,-0.094,0.991
0.065,-0.095,0.991
0.066,-0.095,0.995
0.066,-0.094,0.992
0.064,-0.093,0.995
0.063,-0.094,0.994
0.064,-0.093,0.991
0.064,-0.093,0.993
0.065,-0.092,0.993
